Week,Start,End,MAE,rMAE,RMSE,SMAPE,MBE
Week 1,2025-03-01,2025-03-07,39.967902488763364,1.0703845030052612,50.05166144305244,0.8330411032044037,-36.76325523179336
Week 2,2025-03-08,2025-03-14,38.00528745783322,0.8234951015585606,105.62587569272097,0.5231878832181651,-20.627346893260324
Week 3,2025-03-15,2025-03-21,131.50945626743405,1.5326496139119588,342.0242394613629,1.2662491242996847,-122.87627207554013
Week 4,2025-03-22,2025-03-28,39.736592629517865,0.4882609594911782,47.40772467934459,0.42459158631293287,28.769519635383734
