,LSTM (Week 1),Naive (Week 1),LSTM (Week 2),Naive (Week 2),LSTM (Week 3),Naive (Week 3),LSTM (Week 4),Naive (Week 4)
MAE,28.524372199527804,74.22340773809523,40.151358925047376,96.47394345238096,33.28565662232656,71.98084821428571,30.61613792903839,51.788566468253975
rMAE,0.38430426557857494,1.0,0.41618863589696503,1.0,0.4624237897730206,1.0,0.5911756207387178,1.0
RMSE,38.19218752660616,111.92393355962712,51.08871191310271,122.53946495338015,40.66911004295581,104.33300172031093,36.94727605444412,66.54052415656635
MBE,0.6776136967492496,52.57030257936508,-26.396945306384374,-77.25485615079366,-19.062225321512372,36.47938988095238,-21.753300873892652,7.058834325396826
SMAPE,0.7348081655658929,1.0686205369455966,0.5834421733802886,1.2762880189565788,0.5954461909661803,0.8754391936712913,0.6141760155396773,0.873086616649347
R2,0.7601590310638244,-1.0597771302369203,0.491855641631739,-1.9234061856907907,0.764753832222937,-0.5482340854344634,0.6967788813781359,0.01651660930702692
