ds,y,SARIMAX,week
2025-03-01 00:00:00,122.85749999999999,127.75070602415866,Week 1
2025-03-01 01:00:00,139.47083333333333,117.26941747807055,Week 1
2025-03-01 02:00:00,122.21333333333331,113.48828703482421,Week 1
2025-03-01 03:00:00,128.29416666666663,110.3583858774902,Week 1
2025-03-01 04:00:00,127.7708333333333,117.14815222794263,Week 1
2025-03-01 05:00:00,137.09666666666664,141.62439771118164,Week 1
2025-03-01 06:00:00,148.11,139.92858061922777,Week 1
2025-03-01 07:00:00,50.37833333333333,69.46892724067612,Week 1
2025-03-01 08:00:00,17.05083333333333,37.74724504470893,Week 1
2025-03-01 09:00:00,9.45416666666668,6.469517596307028,Week 1
2025-03-01 10:00:00,1.3941666666666777,-1.2091607284780252,Week 1
2025-03-01 11:00:00,-17.29416666666667,-6.189672614968131,Week 1
2025-03-01 12:00:00,-16.931666666666644,-24.753165985074688,Week 1
2025-03-01 13:00:00,3.782500000000013,-16.46176368543307,Week 1
2025-03-01 14:00:00,-0.19333333333331382,3.875061878359915,Week 1
2025-03-01 15:00:00,36.18583333333334,52.414013849704546,Week 1
2025-03-01 16:00:00,32.41333333333334,66.92389940210855,Week 1
2025-03-01 17:00:00,50.90250000000001,104.79185054840453,Week 1
2025-03-01 18:00:00,25.973333333333343,105.16655455162706,Week 1
2025-03-01 19:00:00,113.69166666666666,104.13171467816852,Week 1
2025-03-01 20:00:00,105.94583333333333,92.29763469035996,Week 1
2025-03-01 21:00:00,110.62916666666666,96.70520677293558,Week 1
2025-03-01 22:00:00,122.94749999999999,98.03440308433525,Week 1
2025-03-01 23:00:00,112.9433333333333,118.35540207466363,Week 1
2025-03-02 00:00:00,86.30833333333332,118.19829281420355,Week 1
2025-03-02 01:00:00,73.08749999999999,107.18449965819156,Week 1
2025-03-02 02:00:00,74.22166666666668,95.9629908024167,Week 1
2025-03-02 03:00:00,69.4225,93.41426119481001,Week 1
2025-03-02 04:00:00,64.91083333333334,90.8764037876693,Week 1
2025-03-02 05:00:00,76.59416666666667,112.35057728374278,Week 1
2025-03-02 06:00:00,55.967500000000015,105.19681193297629,Week 1
2025-03-02 07:00:00,13.235000000000007,49.826003426883275,Week 1
2025-03-02 08:00:00,10.287500000000009,35.557283899278204,Week 1
2025-03-02 09:00:00,17.804166666666674,-18.635592093935358,Week 1
2025-03-02 10:00:00,-18.25749999999998,-28.34024164724346,Week 1
2025-03-02 11:00:00,-15.455833333333317,-47.72278897002067,Week 1
2025-03-02 12:00:00,-23.813333333333333,-76.26411528989786,Week 1
2025-03-02 13:00:00,-27.563333333333333,-55.07497848469234,Week 1
2025-03-02 14:00:00,-29.379999999999995,-45.53066799254253,Week 1
2025-03-02 15:00:00,-51.75749999999995,-42.82921266102372,Week 1
2025-03-02 16:00:00,-38.229999999999976,-14.982364491158961,Week 1
2025-03-02 17:00:00,-19.556666666666644,29.02659188835426,Week 1
2025-03-02 18:00:00,53.7725,76.31281027229086,Week 1
2025-03-02 19:00:00,53.506666666666675,81.39798136357297,Week 1
2025-03-02 20:00:00,47.40666666666668,75.68523614908979,Week 1
2025-03-02 21:00:00,41.53916666666667,82.1116756233023,Week 1
2025-03-02 22:00:00,33.25583333333334,80.31408167563039,Week 1
2025-03-02 23:00:00,25.18833333333334,81.41918481133769,Week 1
2025-03-03 00:00:00,11.681666666666679,79.21131984438041,Week 1
2025-03-03 01:00:00,8.865833333333342,67.43622036310117,Week 1
2025-03-03 02:00:00,8.041666666666671,61.04002499179191,Week 1
2025-03-03 03:00:00,8.674999999999997,55.401178434610856,Week 1
2025-03-03 04:00:00,9.656666666666695,65.06448679510385,Week 1
2025-03-03 05:00:00,60.38083333333334,107.19326161044532,Week 1
2025-03-03 06:00:00,95.74583333333334,120.30860298951902,Week 1
2025-03-03 07:00:00,57.00416666666667,48.03454366259921,Week 1
2025-03-03 08:00:00,-2.745833333333323,11.77580118392185,Week 1
2025-03-03 09:00:00,-31.337499999999963,-35.89412295257827,Week 1
2025-03-03 10:00:00,-48.738333333333344,-51.601296391302625,Week 1
2025-03-03 11:00:00,-61.63416666666663,-85.05615584261338,Week 1
2025-03-03 12:00:00,-57.65416666666664,-99.46305003025643,Week 1
2025-03-03 13:00:00,-71.64666666666665,-77.66036326930023,Week 1
2025-03-03 14:00:00,-45.577499999999986,-75.64074789887533,Week 1
2025-03-03 15:00:00,-71.71416666666667,-46.40120234293839,Week 1
2025-03-03 16:00:00,-39.39249999999997,-21.111422926029263,Week 1
2025-03-03 17:00:00,12.500000000000021,49.18332572687736,Week 1
2025-03-03 18:00:00,111.92499999999998,101.67307191578922,Week 1
2025-03-03 19:00:00,101.84249999999999,102.60188942995056,Week 1
2025-03-03 20:00:00,80.74333333333333,86.13760074725813,Week 1
2025-03-03 21:00:00,63.200833333333335,86.62828210077302,Week 1
2025-03-03 22:00:00,36.15500000000001,77.38068588328595,Week 1
2025-03-03 23:00:00,59.12083333333335,86.89191072810715,Week 1
2025-03-04 00:00:00,15.714999999999996,77.70924855724654,Week 1
2025-03-04 01:00:00,19.757500000000007,76.35561460242813,Week 1
2025-03-04 02:00:00,33.432500000000005,80.86555642610574,Week 1
2025-03-04 03:00:00,37.436666666666675,79.55774747446708,Week 1
2025-03-04 04:00:00,13.352500000000006,79.0794028722734,Week 1
2025-03-04 05:00:00,96.7875,128.47485952053592,Week 1
2025-03-04 06:00:00,119.4375,148.290826475441,Week 1
2025-03-04 07:00:00,6.634166666666701,73.43099331501848,Week 1
2025-03-04 08:00:00,-14.994166666666644,25.310760016989136,Week 1
2025-03-04 09:00:00,-37.42583333333333,-23.633490986002272,Week 1
2025-03-04 10:00:00,-40.18833333333332,-12.51534663771983,Week 1
2025-03-04 11:00:00,-33.23416666666664,-6.641727147123021,Week 1
2025-03-04 12:00:00,-0.5133333333333354,-3.971918255169186,Week 1
2025-03-04 13:00:00,-18.896666666666633,20.400014080642016,Week 1
2025-03-04 14:00:00,25.950000000000017,52.213621910036224,Week 1
2025-03-04 15:00:00,42.12416666666667,103.91986574854874,Week 1
2025-03-04 16:00:00,97.03,129.54460434872092,Week 1
2025-03-04 17:00:00,160.08333333333331,209.4978774349492,Week 1
2025-03-04 18:00:00,217.3258333333333,295.23932738725335,Week 1
2025-03-04 19:00:00,186.32499999999996,248.90146743608167,Week 1
2025-03-04 20:00:00,134.44666666666666,187.66288602222994,Week 1
2025-03-04 21:00:00,113.51333333333334,164.13793419024915,Week 1
2025-03-04 22:00:00,101.94749999999999,159.54352631051773,Week 1
2025-03-04 23:00:00,107.5658333333333,169.11113535975662,Week 1
2025-03-05 00:00:00,97.71583333333332,162.39573195369792,Week 1
2025-03-05 01:00:00,95.37166666666668,145.2646769780622,Week 1
2025-03-05 02:00:00,85.51333333333332,138.11947989114105,Week 1
2025-03-05 03:00:00,78.54,126.61661546056783,Week 1
2025-03-05 04:00:00,72.59083333333335,114.0130297673445,Week 1
2025-03-05 05:00:00,94.47333333333333,147.91741375380218,Week 1
2025-03-05 06:00:00,123.73083333333332,173.60696580402936,Week 1
2025-03-05 07:00:00,30.032500000000013,98.89975631075369,Week 1
2025-03-05 08:00:00,-1.4024999999999892,49.52996149351955,Week 1
2025-03-05 09:00:00,-16.06083333333332,-0.7544362930442645,Week 1
2025-03-05 10:00:00,-17.579166666666666,13.290208715555138,Week 1
2025-03-05 11:00:00,-26.919999999999987,25.04118366859801,Week 1
2025-03-05 12:00:00,-1.7166666666666686,25.239331751925597,Week 1
2025-03-05 13:00:00,-7.249166666666653,31.606324424431868,Week 1
2025-03-05 14:00:00,-10.950833333333335,29.723643243745336,Week 1
2025-03-05 15:00:00,10.120833333333351,50.62455771577825,Week 1
2025-03-05 16:00:00,21.266666666666666,66.53231199974518,Week 1
2025-03-05 17:00:00,120.20833333333331,115.51112591354764,Week 1
2025-03-05 18:00:00,139.29999999999995,148.40099744154966,Week 1
2025-03-05 19:00:00,147.54916666666665,130.2178793263171,Week 1
2025-03-05 20:00:00,142.86333333333334,102.33809085864655,Week 1
2025-03-05 21:00:00,83.68333333333332,94.6973422260341,Week 1
2025-03-05 22:00:00,45.41333333333333,90.11348066538149,Week 1
2025-03-05 23:00:00,74.79583333333333,97.16288272443985,Week 1
2025-03-06 00:00:00,28.714166666666678,87.4804510834192,Week 1
2025-03-06 01:00:00,10.485833333333332,61.33989525041886,Week 1
2025-03-06 02:00:00,8.190833333333345,51.107285417008356,Week 1
2025-03-06 03:00:00,8.935833333333363,48.59057021816961,Week 1
2025-03-06 04:00:00,11.096666666666678,67.19724328263163,Week 1
2025-03-06 05:00:00,39.24500000000001,105.36193490036727,Week 1
2025-03-06 06:00:00,32.856666666666676,115.59187494046802,Week 1
