ds,y,LSTM,Naive,week,KAN,SARIMAX,state
2025-03-12 07:00:00,44.3,90.28439,39.76416666666667,Week 2,55.37548,28.452745993136183,NSW
2025-03-12 08:00:00,47.4725,73.866585,31.51166666666667,Week 2,32.926704,29.63292956572644,NSW
2025-03-12 09:00:00,51.118333333333325,72.14042,11.767499999999998,Week 2,29.187344,25.91190979496041,NSW
2025-03-12 10:00:00,54.21000000000001,74.64058,-17.88333333333337,Week 2,20.779976,24.102866054680533,NSW
2025-03-12 11:00:00,57.07000000000001,79.33516,-27.24916666666664,Week 2,36.076668,29.78102273913754,NSW
2025-03-12 12:00:00,60.15833333333333,82.45691,-1.58750000000002,Week 2,36.248405,38.62060565849985,NSW
2025-03-12 13:00:00,61.4125,85.699005,13.585833333333357,Week 2,13.246429,37.59275761938419,NSW
2025-03-12 14:00:00,78.745,96.613556,38.82833333333333,Week 2,36.2226,52.99886070728405,NSW
2025-03-12 15:00:00,76.89083333333333,106.41081,51.781666666666666,Week 2,35.552677,61.81685274326502,NSW
2025-03-12 16:00:00,105.03916666666667,119.66993,79.87666666666667,Week 2,63.12245,76.88044537839713,NSW
2025-03-12 17:00:00,184.9233333333333,147.16426,175.0216666666667,Week 2,102.604126,129.49200052217012,NSW
2025-03-12 18:00:00,239.45,154.12018,299.8908333333335,Week 2,130.3021,187.3186702324164,NSW
2025-03-12 19:00:00,152.01000000000005,136.94673,174.78083333333333,Week 2,125.27304,141.86539397462246,NSW
2025-03-12 20:00:00,124.31,121.83362,162.4908333333333,Week 2,107.8427,107.53282593966132,NSW
2025-03-12 21:00:00,110.7575,111.99997,163.4075,Week 2,97.47059,95.13655579925862,NSW
2025-03-12 22:00:00,109.60666666666668,106.38761,154.76333333333332,Week 2,94.01416,94.86714532602512,NSW
2025-03-12 23:00:00,106.63916666666668,102.86091,111.86333333333332,Week 2,89.30435,85.8851596361952,NSW
2025-03-13 00:00:00,98.13166666666666,97.1982,94.52,Week 2,86.45869,76.41222005846271,NSW
2025-03-13 01:00:00,94.61583333333331,90.92619,85.85583333333334,Week 2,88.98225,72.1693918661299,NSW
2025-03-13 02:00:00,96.80666666666669,87.75343,78.89583333333333,Week 2,84.18694,64.27724252245791,NSW
2025-03-13 03:00:00,102.3825,90.05471,76.19,Week 2,84.46239,62.52913967659382,NSW
2025-03-13 04:00:00,108.62,96.62122,81.83999999999999,Week 2,103.975784,68.2895249293372,NSW
2025-03-13 05:00:00,129.11499999999998,109.989815,118.8875,Week 2,102.90875,91.67326236689976,NSW
2025-03-13 06:00:00,233.28833333333336,119.021225,142.5958333333333,Week 2,88.60737,104.32653719123051,NSW
2025-03-13 07:00:00,122.44166666666666,96.88683,13.471666666666664,Week 2,60.81218,23.2594002322286,NSW
2025-03-13 08:00:00,34.770833333333336,71.8158,0.3075000000000045,Week 2,44.288822,-2.692913814790913,NSW
2025-03-13 09:00:00,38.56,61.70359,13.194166666666677,Week 2,34.186226,-32.50634378072634,NSW
2025-03-13 10:00:00,13.537499999999994,62.531822,-11.742499999999993,Week 2,23.079685,-44.27488004515193,NSW
2025-03-13 11:00:00,11.795000000000002,62.13041,-24.79666666666669,Week 2,24.035614,-44.39147284337018,NSW
2025-03-13 12:00:00,3.099166666666676,62.71189,-26.752500000000023,Week 2,26.330982,-25.380197758649444,NSW
2025-03-13 13:00:00,33.30583333333334,69.97921,-24.52916666666667,Week 2,41.193886,3.826098800878512,NSW
2025-03-13 14:00:00,56.49416666666667,88.24931,31.9,Week 2,40.637974,41.95526736112293,NSW
2025-03-13 15:00:00,87.68583333333333,108.44868,58.29416666666666,Week 2,63.911346,67.32825134333706,NSW
2025-03-13 16:00:00,130.98083333333332,135.89417,53.085,Week 2,74.12552,101.5047583656786,NSW
2025-03-13 17:00:00,1452.456666666667,200.85739,90.09583333333336,Week 2,115.141846,201.6976409843884,NSW
2025-03-13 18:00:00,236.01,249.44075,202.8758333333334,Week 2,140.54846,360.7938285974806,NSW
2025-03-13 19:00:00,211.0208333333333,189.85031,164.58833333333334,Week 2,139.13527,207.8676328844313,NSW
2025-03-13 20:00:00,148.42749999999998,153.42197,98.635,Week 2,121.50392,140.80163273778462,NSW
2025-03-13 21:00:00,147.95333333333335,130.22546,91.14666666666666,Week 2,98.39312,114.65791056319804,NSW
2025-03-13 22:00:00,137.71666666666667,121.91608,99.43666666666668,Week 2,95.30715,110.72937333192962,NSW
2025-03-13 23:00:00,149.0258333333333,115.82999,83.07833333333333,Week 2,97.34271,98.03965851256828,NSW
2025-03-14 00:00:00,127.20000000000002,108.21861,78.14833333333333,Week 2,88.37051,86.23882759954155,NSW
2025-03-14 01:00:00,113.65833333333336,100.983536,74.37416666666667,Week 2,84.21506,81.23587761925917,NSW
2025-03-14 02:00:00,115.88166666666666,99.302734,62.80083333333334,Week 2,75.99429,75.53644660341153,NSW
2025-03-14 03:00:00,128.66833333333332,100.098946,59.42916666666667,Week 2,81.946434,72.57961128971077,NSW
2025-03-14 04:00:00,133.13083333333333,101.20533,65.22333333333334,Week 2,85.8804,71.54043287988192,NSW
2025-03-14 05:00:00,152.68083333333334,108.570274,76.3975,Week 2,91.37068,87.4294569612993,NSW
2025-03-14 06:00:00,195.40833333333336,115.546555,81.49499999999999,Week 2,82.79822,100.11364735826764,NSW
2025-03-14 07:00:00,35.335,86.50909,12.165000000000006,Week 2,49.632008,-7.895332465299191,NSW
2025-03-14 08:00:00,26.42416666666668,61.973705,16.656666666666652,Week 2,9.638863,-44.9972213315787,NSW
2025-03-14 09:00:00,14.373333333333337,52.729935,-18.77333333333334,Week 2,14.2055435,-75.07486206948398,NSW
2025-03-14 10:00:00,-8.783333333333317,49.815273,-28.08749999999999,Week 2,10.333443,-78.99182598970297,NSW
2025-03-14 11:00:00,5.913333333333341,49.710514,-27.8975,Week 2,7.9670334,-69.1637245300477,NSW
2025-03-14 12:00:00,31.59166666666668,56.54779,-29.39916666666666,Week 2,24.185246,-24.06438814998249,NSW
2025-03-14 13:00:00,63.5025,76.98485,-27.89083333333332,Week 2,34.328476,28.833816244824742,NSW
2025-03-14 14:00:00,100.30333333333334,99.642166,-27.926666666666648,Week 2,35.471363,68.29337711802859,NSW
2025-03-14 15:00:00,141.5233333333333,133.3357,5.723333333333329,Week 2,56.11046,106.4419918492146,NSW
2025-03-14 16:00:00,213.55250000000004,190.5571,42.8425,Week 2,74.57585,159.8649519891241,NSW
2025-03-14 17:00:00,185.8033333333333,257.63702,97.67833333333334,Week 2,109.52774,301.23090118278105,NSW
2025-03-14 18:00:00,225.2825,280.21057,134.15333333333334,Week 2,134.23282,458.7063759134021,NSW
2025-03-14 19:00:00,156.76833333333337,218.99782,119.40166666666666,Week 2,135.76949,260.06895364615605,NSW
2025-03-14 20:00:00,167.6275,168.76552,104.11249999999998,Week 2,108.234535,161.2532816482273,NSW
2025-03-14 21:00:00,129.02083333333334,145.73828,86.92333333333333,Week 2,89.45341,131.93292752587087,NSW
2025-03-14 22:00:00,121.95583333333332,135.42032,79.3625,Week 2,93.80385,122.12726956421211,NSW
2025-03-14 23:00:00,113.015,119.62604,76.3275,Week 2,81.17355,100.22613004372649,NSW
2025-03-15 00:00:00,106.01333333333334,140.45053,66.99083333333333,Week 3,107.83777,98.42226122094895,NSW
2025-03-15 01:00:00,104.03166666666664,118.11948,67.18583333333333,Week 3,125.475006,85.93936661189676,NSW
2025-03-15 02:00:00,103.06583333333332,111.39326,63.64833333333333,Week 3,91.58114,86.74393045232587,NSW
2025-03-15 03:00:00,109.70666666666664,112.91785,57.076666666666654,Week 3,97.4777,89.30928249747565,NSW
2025-03-15 04:00:00,115.1625,118.606186,52.1825,Week 3,113.53185,91.07770945144728,NSW
2025-03-15 05:00:00,124.98916666666666,125.48442,35.99750000000001,Week 3,107.68636,95.13690307197464,NSW
2025-03-15 06:00:00,119.51083333333332,128.78824,34.60000000000001,Week 3,91.73057,119.15841565116348,NSW
2025-03-15 07:00:00,20.473333333333315,80.75626,-24.69583333333334,Week 3,62.91215,23.926680507743107,NSW
2025-03-15 08:00:00,9.375,55.6942,-24.71,Week 3,54.513626,-33.84518308120744,NSW
2025-03-15 09:00:00,-4.016666666666666,39.140614,-19.936666666666667,Week 3,24.660095,-41.32978534540385,NSW
2025-03-15 10:00:00,-1.2316666666666831,36.59747,13.666666666666655,Week 3,34.146206,-69.73304893521502,NSW
2025-03-15 11:00:00,6.285833333333329,48.642464,-1.7708333333333144,Week 3,39.29167,-33.93962320062667,NSW
2025-03-15 12:00:00,27.4,56.424095,-0.2308333333333507,Week 3,48.972176,-19.50327391548309,NSW
2025-03-15 13:00:00,45.43083333333333,71.22686,0.5708333333333115,Week 3,65.88109,19.10256149030242,NSW
2025-03-15 14:00:00,84.9475,103.61805,-16.62916666666669,Week 3,77.61401,64.20206799100279,NSW
2025-03-15 15:00:00,130.03583333333333,154.44055,-8.170833333333334,Week 3,88.74791,99.64948807425864,NSW
2025-03-15 16:00:00,99.2175,278.82782,2.3883333333333354,Week 3,104.71191,164.90839319843815,NSW
2025-03-15 17:00:00,2869.213333333334,467.60416,72.455,Week 3,162.77814,410.44450044391976,NSW
2025-03-15 18:00:00,3216.5941666666654,534.9101,95.80833333333334,Week 3,174.57211,239.64991371067924,NSW
2025-03-15 19:00:00,1572.9200000000003,446.8559,97.99583333333334,Week 3,156.51768,188.43238711711456,NSW
2025-03-15 20:00:00,127.74,289.76398,89.44833333333334,Week 3,144.38893,148.8870830346262,NSW
2025-03-15 21:00:00,131.80416666666667,232.15263,84.14666666666666,Week 3,113.54421,133.34669526795238,NSW
2025-03-15 22:00:00,138.53583333333333,192.50052,79.795,Week 3,113.0724,119.67123273916924,NSW
2025-03-15 23:00:00,150.29,157.89362,77.51583333333333,Week 3,120.61651,111.61667382803958,NSW
2025-03-16 00:00:00,142.63583333333335,128.508,75.74833333333333,Week 3,94.13256,92.34868207475816,NSW
2025-03-16 01:00:00,97.16,98.4812,81.10083333333334,Week 3,93.028336,73.79267487940851,NSW
2025-03-16 02:00:00,81.49666666666667,73.49037,76.53833333333334,Week 3,87.65124,58.04486797161773,NSW
2025-03-16 03:00:00,76.56833333333333,61.679466,76.76583333333333,Week 3,66.45914,51.18966375695236,NSW
2025-03-16 04:00:00,77.45833333333333,67.73071,66.88750000000002,Week 3,75.74452,53.47150583260372,NSW
2025-03-16 05:00:00,66.24833333333333,66.82999,59.39166666666666,Week 3,87.29714,54.15120261298904,NSW
2025-03-16 06:00:00,47.1925,59.12469,47.81416666666666,Week 3,65.900696,68.1956103797676,NSW
2025-03-16 07:00:00,-5.390000000000015,37.417847,-3.094166666666652,Week 3,40.737896,-56.07392953056966,NSW
2025-03-16 08:00:00,-3.1824999999999903,28.722729,7.140000000000001,Week 3,11.191292,-77.56530642982331,NSW
2025-03-16 09:00:00,2.1299999999999955,32.408733,-16.88333333333334,Week 3,14.620628,-30.76678031601935,NSW
2025-03-16 10:00:00,-16.2325,34.312958,-20.42666666666664,Week 3,-10.313072,-38.88067200813957,NSW
2025-03-16 11:00:00,19.519999999999985,42.29453,-3.5658333333333303,Week 3,2.9742432,-10.979811982769064,NSW
2025-03-16 12:00:00,11.249166666666667,54.916626,7.926666666666648,Week 3,21.221382,8.714609242821908,NSW
2025-03-16 13:00:00,0.3858333333333235,69.1044,8.4375,Week 3,29.741997,39.74041220500269,NSW
2025-03-16 14:00:00,61.56,98.200226,56.8,Week 3,36.74038,86.92556890072099,NSW
2025-03-16 15:00:00,13.170833333333364,118.74649,56.74916666666666,Week 3,46.41046,111.4380249873176,NSW
2025-03-16 16:00:00,35.250833333333325,151.76346,29.428333333333327,Week 3,78.76829,149.2986857915762,NSW
2025-03-16 17:00:00,102.125,236.56203,71.12416666666667,Week 3,109.35284,270.3205148493672,NSW
2025-03-16 18:00:00,99.11666666666667,247.43948,96.28083333333332,Week 3,118.99075,178.60002469781293,NSW
2025-03-16 19:00:00,113.1375,206.89412,66.7225,Week 3,107.112724,142.2694177512689,NSW
2025-03-16 20:00:00,90.09416666666668,139.806,67.07166666666667,Week 3,111.0594,115.21453680478682,NSW
2025-03-16 21:00:00,69.81833333333333,111.17585,83.26083333333334,Week 3,90.83626,91.02989884099016,NSW
2025-03-16 22:00:00,65.62333333333333,96.979324,84.17,Week 3,82.87512,77.79592490171649,NSW
2025-03-16 23:00:00,71.28083333333333,83.10352,77.97416666666668,Week 3,88.58084,70.25257858433255,NSW
2025-03-17 00:00:00,76.2725,69.17852,81.78083333333333,Week 3,88.71704,49.707223923297725,NSW
